id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,lat,lon,location
"10226027","HY413424","2015-09-07T00:30:00.000","056XX S PRINCETON AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0711","007","3","68","03","1175249","1867534","2015","2018-02-10T15:50:01.000","41.79189192","-87.632926845","
,  
(41.79189192, -87.632926845)"
"10226038","HY413422","2015-09-06T23:50:00.000","040XX W CARROLL AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1114","011","28","26","03","1149486","1901931","2015","2018-02-10T15:50:01.000","41.886818932","-87.726504928","
,  
(41.886818932, -87.726504928)"
"10226101","HY413430","2015-09-06T02:00:00.000","009XX W ROSCOE ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1924","019","44","6","03","1169348","1922759","2015","2018-02-10T15:50:01.000","41.943563532","-87.652959761","
,  
(41.943563532, -87.652959761)"
"10226911","HY414437","2015-09-07T18:30:00.000","119XX S PRAIRIE AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0532","005","9","53","03","1180054","1825858","2015","2018-02-10T15:50:01.000","41.6774192","-87.616580541","
,  
(41.6774192, -87.616580541)"
"10228273","HY415917","2015-09-08T19:00:00.000","053XX S SPAULDING AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","ALLEY","true","false","0822","008","14","63","03","1155284","1869124","2015","2018-02-10T15:50:01.000","41.796678128","-87.706092859","
,  
(41.796678128, -87.706092859)"
"10230127","HY417534","2015-09-10T03:05:00.000","049XX W DAKIN ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1634","016","45","15","03","1142809","1925796","2015","2018-02-10T15:50:01.000","41.952433941","-87.750429233","
,  
(41.952433941, -87.750429233)"
"10232465","HY418913","2015-09-11T04:00:00.000","008XX W WILLOW ST","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1813","018","43","7","03","1170603","1911931","2015","2018-02-10T15:50:01.000","41.913823574","-87.648664814","
,  
(41.913823574, -87.648664814)"
"10233000","HY421032","2015-09-12T22:45:00.000","022XX S WABASH AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0131","001","2","33","03","1177095","1889590","2015","2018-02-10T15:50:01.000","41.852373967","-87.625491648","
,  
(41.852373967, -87.625491648)"
"10233937","HY421587","2015-09-13T11:50:00.000","007XX S STATE ST","0325","ROBBERY","VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","0123","001","2","32","03","1176480","1896742","2015","2018-02-10T15:50:01.000","41.872013415","-87.627533053","
,  
(41.872013415, -87.627533053)"
"10233992","HY422377","2015-09-14T00:30:00.000","019XX S RIDGEWAY AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","ALLEY","false","false","1014","010","24","29","03","1151682","1889993","2015","2018-02-10T15:50:01.000","41.854016824","-87.71875445","
,  
(41.854016824, -87.71875445)"
"10235632","HY423630","2015-09-14T22:00:00.000","051XX W WINONA ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1623","016","45","11","03","1141142","1933761","2015","2018-02-10T15:50:01.000","41.974321539","-87.756360096","
,  
(41.974321539, -87.756360096)"
"10236863","HY424321","2015-09-14T20:15:00.000","024XX W 23RD ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","CAR WASH","false","false","1034","010","25","31","03","1160555","1888669","2015","2018-02-10T15:50:01.000","41.850204743","-87.686223633","
,  
(41.850204743, -87.686223633)"
"10238227","HY425497","2015-09-16T11:07:00.000","070XX S MICHIGAN AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","0322","003","6","69","03","1178377","1858468","2015","2015-09-24T19:50:13.000","41.766943388","-87.621732196","
,  
(41.766943388, -87.621732196)"
"10238644","HY426400","2015-09-16T23:20:00.000","086XX S EMERALD AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0622","006","21","71","03","1172815","1847649","2015","2018-02-10T15:50:01.000","41.737379141","-87.642437522","
,  
(41.737379141, -87.642437522)"
"10240069","HY427904","2015-09-18T06:42:00.000","080XX S RICHMOND ST","0325","ROBBERY","VEHICULAR HIJACKING","RESIDENCE-GARAGE","false","false","0835","008","18","70","03","1158112","1851091","2015","2018-02-10T15:50:01.000","41.747135822","-87.696212109","
,  
(41.747135822, -87.696212109)"
"10240697","HY427959","2015-09-18T07:40:00.000","0000X E 89TH ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0634","006","6","44","03","1178461","1845998","2015","2018-02-10T15:50:01.000","41.732722353","-87.621802289","
,  
(41.732722353, -87.621802289)"
"10242115","HY429785","2015-09-18T22:00:00.000","004XX S PULASKI RD","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","GAS STATION","false","false","1132","011","24","26","03","1149797","1897617","2015","2018-02-10T15:50:01.000","41.874974798","-87.725475051","
,  
(41.874974798, -87.725475051)"
"10242734","HY430993","2015-09-19T22:00:00.000","014XX S HOMAN AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1021","010","24","29","03","1153934","1892844","2015","2018-02-10T15:50:01.000","41.861795765","-87.710412768","
,  
(41.861795765, -87.710412768)"
"10243272","HY431600","2015-09-20T20:45:00.000","069XX S PRAIRIE AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","ALLEY","false","false","0322","003","6","69","03","1179235","1859209","2015","2018-02-10T15:50:01.000","41.768957248","-87.618564735","
,  
(41.768957248, -87.618564735)"
"10246166","HY432951","2015-09-21T20:29:00.000","061XX S UNIVERSITY AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0314","003","20","42","03","1184829","1864524","2015","2018-02-10T15:50:01.000","41.783412684","-87.597893458","
,  
(41.783412684, -87.597893458)"
"10247880","HY435291","2015-09-23T15:19:00.000","014XX W AUGUSTA BLVD","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","DRIVEWAY - RESIDENTIAL","false","false","1213","012","27","24","03","1166506","1906775","2015","2018-02-10T15:50:01.000","41.899763934","-87.663864192","
,  
(41.899763934, -87.663864192)"
"10248075","HY435734","2015-09-23T18:30:00.000","044XX W DIVERSEY AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","2523","025","31","20","03","1146471","1918249","2015","2018-02-10T15:50:01.000","41.931655179","-87.737160416","
,  
(41.931655179, -87.737160416)"
"10251722","HY438723","2015-09-26T05:05:00.000","006XX S SACRAMENTO BLVD","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","1135","011","2","27","03","1156465","1897134","2015","2018-02-10T15:50:01.000","41.873517205","-87.701005851","
,  
(41.873517205, -87.701005851)"
"10252034","HY438613","2015-09-26T01:30:00.000","008XX W 59TH ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0712","007","16","68","03","1171833","1865730","2015","2018-02-10T15:50:01.000","41.78701723","-87.645505595","
,  
(41.78701723, -87.645505595)"
"10254295","HY441687","2015-09-27T11:45:00.000","061XX S MAY ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","VACANT LOT/LAND","false","false","0712","007","16","68","03","1169704","1864057","2015","2018-02-10T15:50:01.000","41.782472793","-87.653360172","
,  
(41.782472793, -87.653360172)"
"10255893","HY443587","2015-09-29T21:10:00.000","038XX W FULTON ST","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1122","011","27","26","03","1150821","1901939","2015","2018-02-10T15:50:01.000","41.886814875","-87.721602207","
,  
(41.886814875, -87.721602207)"
"10255989","HY443720","2015-09-29T23:00:00.000","030XX S DR MARTIN LUTHER KING JR DR","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","0133","001","4","35","03","1179408","1885031","2015","2018-02-10T15:50:01.000","41.83981113","-87.617141911","
,  
(41.83981113, -87.617141911)"
"10256007","HY443774","2015-09-30T05:05:00.000","073XX S WHIPPLE ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","ALLEY","false","false","0835","008","18","66","03","1157309","1855879","2015","2018-02-10T15:50:01.000","41.760291128","-87.699025195","
,  
(41.760291128, -87.699025195)"
"10257305","HY444202","2015-09-30T12:15:00.000","061XX S THROOP ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0713","007","16","67","03","1168680","1863967","2015","2018-02-10T15:50:01.000","41.782247982","-87.657117043","
,  
(41.782247982, -87.657117043)"
"10259818","HY446802","2015-10-02T12:45:00.000","034XX W WALNUT ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1123","011","28","27","03","1153405","1901461","2015","2018-02-10T15:50:01.000","41.885452254","-87.712125721","
,  
(41.885452254, -87.712125721)"
"10260148","HY446894","2015-10-02T13:45:00.000","067XX S CORNELL AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","0332","003","5","43","03","1188360","1860719","2015","2018-02-10T15:50:01.000","41.772887854","-87.58506919","
,  
(41.772887854, -87.58506919)"
"10260254","HY447456","2015-10-02T21:15:00.000","021XX S ARCHER AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","0914","009","25","34","03","1174914","1889985","2015","2018-02-10T15:50:01.000","41.853506932","-87.63348466","
,  
(41.853506932, -87.63348466)"
"10261436","HY449210","2015-10-04T13:10:00.000","038XX W OGDEN AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1014","010","24","29","03","1151233","1889505","2015","2018-02-10T15:50:01.000","41.8526865","-87.720415251","
,  
(41.8526865, -87.720415251)"
"10262758","HY450349","2015-10-05T12:15:00.000","012XX E MIDWAY PLAISANCE","0325","ROBBERY","VEHICULAR HIJACKING","VEHICLE NON-COMMERCIAL","true","false","0235","002","5","41","03","1185400","1865924","2015","2018-02-10T15:50:01.000","41.787240979","-87.595755974","
,  
(41.787240979, -87.595755974)"
"10264821","HY451333","2015-10-06T08:40:00.000","019XX S CENTRAL PARK AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1014","010","24","29","03","1152688","1889930","2015","2018-02-10T15:50:01.000","41.853824127","-87.71506368","
,  
(41.853824127, -87.71506368)"
"10268288","HY455023","2015-10-09T05:23:00.000","119XX S PARNELL AVE","0325","ROBBERY","VEHICULAR HIJACKING","ALLEY","false","false","0524","005","34","53","03","1174783","1825783","2015","2018-02-10T15:50:01.000","41.677332092","-87.635876193","
,  
(41.677332092, -87.635876193)"
"10269206","HY456574","2015-10-10T10:45:00.000","078XX S ESSEX AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0421","004","7","43","03","1194220","1853474","2015","2018-02-10T15:50:01.000","41.752865122","-87.563825944","
,  
(41.752865122, -87.563825944)"
"10270367","HY458261","2015-10-11T15:30:00.000","002XX N KEELER AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","ALLEY","false","false","1114","011","28","26","03","1148360","1900838","2015","2018-02-10T15:50:01.000","41.883841395","-87.730668125","
,  
(41.883841395, -87.730668125)"
"10270579","HY458400","2015-10-11T15:30:00.000","040XX W WILCOX ST","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1115","011","28","26","03","1149584","1899032","2015","2018-02-10T15:50:01.000","41.878861855","-87.726220357","
,  
(41.878861855, -87.726220357)"
"10271461","HY459696","2015-10-12T21:00:00.000","085XX S MAY ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0613","006","21","71","03","1170146","1848093","2015","2018-02-10T15:50:01.000","41.73865592","-87.652203103","
,  
(41.73865592, -87.652203103)"
"10271517","HY459821","2015-10-12T23:10:00.000","004XX E 32ND ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0211","002","4","35","03","1179519","1883862","2015","2018-02-10T15:50:01.000","41.836600771","-87.61677038","
,  
(41.836600771, -87.61677038)"
"10274455","HY462389","2015-10-14T23:00:00.000","048XX W NORTH AVE","0325","ROBBERY","VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","2533","025","37","25","03","1143844","1910199","2015","2018-02-10T15:50:01.000","41.909614875","-87.747016581","
,  
(41.909614875, -87.747016581)"
"10277307","HY465205","2015-10-17T03:50:00.000","004XX N MONTICELLO AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1122","011","27","23","03","1151958","1902809","2015","2018-02-10T15:50:01.000","41.889179927","-87.71740388","
,  
(41.889179927, -87.71740388)"
"10278057","HY466308","2015-10-18T00:30:00.000","011XX N LATROBE AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1524","015","37","25","03","1141155","1906991","2015","2015-10-25T15:55:25.000","41.90086177","-87.756974129","
,  
(41.90086177, -87.756974129)"
"10278469","HY466645","2015-10-18T07:00:00.000","121XX S HARVARD AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","VEHICLE NON-COMMERCIAL","false","false","0523","005","34","53","03","1176139","1824528","2015","2018-02-10T15:50:01.000","41.673857947","-87.630950279","
,  
(41.673857947, -87.630950279)"
"10280345","HY468667","2015-10-19T21:13:00.000","004XX W 38TH PL","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0915","009","11","60","03","1173823","1879382","2015","2018-02-10T15:50:01.000","41.824435752","-87.637804121","
,  
(41.824435752, -87.637804121)"
"10280431","HY468797","2015-10-20T01:10:00.000","009XX S BELL AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","true","false","1225","012","25","28","03","1161527","1895869","2015","2018-02-10T15:50:01.000","41.869942094","-87.682455898","
,  
(41.869942094, -87.682455898)"
"10286346","HY474242","2015-10-23T23:45:00.000","074XX S PHILLIPS AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0334","003","7","43","03","1193940","1855916","2015","2015-10-30T15:53:31.000","41.759573027","-87.564772066","
,  
(41.759573027, -87.564772066)"
"10286449","HY474357","2015-10-24T03:00:00.000","090XX S EAST END AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","0413","004","8","48","03","1189128","1845472","2015","2018-02-10T15:50:01.000","41.731030326","-87.582741541","
,  
(41.731030326, -87.582741541)"
"11859129","JC470740","2019-10-13T02:00:00.000","089XX S EAST END AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","0413","004","8","48","03","1189110","1846157","2019","2019-10-20T16:03:03.000","41.732910466","-87.582785599","
,  
(41.732910466, -87.582785599)"
"10287364","HY475561","2015-10-25T05:00:00.000","089XX S UNION AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","2223","022","21","71","03","1173204","1845692","2015","2018-02-10T15:50:01.000","41.732000291","-87.641070009","
,  
(41.732000291, -87.641070009)"
"10288124","HY476367","2015-10-25T17:05:00.000","006XX E 131ST ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","CHA PARKING LOT/GROUNDS","false","false","0533","005","9","54","03","1182745","1818557","2015","2018-02-10T15:50:01.000","41.657322334","-87.606955969","
,  
(41.657322334, -87.606955969)"
"10288830","HY476699","2015-10-26T06:54:00.000","050XX W ADAMS ST","0325","ROBBERY","VEHICULAR HIJACKING","ALLEY","false","false","1533","015","28","25","03","1142763","1898860","2015","2018-02-10T15:50:01.000","41.878519539","-87.751270347","
,  
(41.878519539, -87.751270347)"
"10289239","HY477248","2015-10-26T14:10:00.000","070XX S WENTWORTH AVE","0325","ROBBERY","VEHICULAR HIJACKING","ALLEY","false","false","0731","007","6","69","03","1176179","1858262","2015","2018-02-10T15:50:01.000","41.766427719","-87.629794877","
,  
(41.766427719, -87.629794877)"
"10289772","HY478029","2015-10-27T03:00:00.000","051XX W CONGRESS PKWY","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1533","015","29","25","03","1142000","1897191","2015","2018-02-10T15:50:01.000","41.873953756","-87.754113316","
,  
(41.873953756, -87.754113316)"
"10290840","HY478623","2015-10-27T14:28:00.000","001XX N SACRAMENTO BLVD","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1222","012","2","27","03","1156368","1900718","2015","2018-02-10T15:50:01.000","41.883354017","-87.701265081","
,  
(41.883354017, -87.701265081)"
"10292455","HY479976","2015-10-28T15:30:00.000","009XX W CULLERTON ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","SIDEWALK","false","false","1235","012","25","31","03","1170699","1890608","2015","2018-02-10T15:50:01.000","41.855309722","-87.648936879","
,  
(41.855309722, -87.648936879)"
"10293284","HY480795","2015-10-29T08:00:00.000","027XX S TRUMBULL AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1032","010","22","30","03","1153808","1885643","2015","2018-02-10T15:50:01.000","41.842037885","-87.71106685","
,  
(41.842037885, -87.71106685)"
"10294155","HY481782","2015-10-30T04:55:00.000","054XX W ADAMS ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1522","015","29","25","03","1140239","1898800","2015","2018-02-10T15:50:01.000","41.878401489","-87.760539546","
,  
(41.878401489, -87.760539546)"
"10295623","HY483184","2015-10-31T02:50:00.000","092XX S STATE ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0634","006","6","49","03","1177920","1843636","2015","2018-02-10T15:50:01.000","41.72625298","-87.623855528","
,  
(41.72625298, -87.623855528)"
"10295818","HY483547","2015-10-31T12:07:00.000","023XX E 102ND ST","0325","ROBBERY","VEHICULAR HIJACKING","ALLEY","false","false","0431","004","10","51","03","1193323","1837789","2015","2018-02-10T15:50:01.000","41.709846017","-87.567624364","
,  
(41.709846017, -87.567624364)"
"10298506","HY486869","2015-11-02T21:10:00.000","054XX W HADDON AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1524","015","37","25","03","1139895","1907133","2015","2018-02-10T15:50:01.000","41.90127457","-87.761598789","
,  
(41.90127457, -87.761598789)"
"10301066","HY489733","2015-11-05T02:50:00.000","045XX S WHIPPLE ST","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","0922","009","14","58","03","1156792","1874479","2015","2018-02-10T15:50:01.000","41.811342641","-87.700418224","
,  
(41.811342641, -87.700418224)"
"10301068","HY489514","2015-11-04T21:35:00.000","016XX N CLYBOURN AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1813","018","32","7","03","1170018","1911210","2015","2018-02-10T15:50:01.000","41.911857905","-87.650835058","
,  
(41.911857905, -87.650835058)"
"10301370","HY489894","2015-11-05T02:00:00.000","010XX E 103RD ST","0325","ROBBERY","VEHICULAR HIJACKING","GAS STATION","false","false","0512","005","9","50","03","1184766","1836884","2015","2018-02-10T15:50:01.000","41.707567121","-87.598989253","
,  
(41.707567121, -87.598989253)"
"10303864","HY492050","2015-11-06T18:35:00.000","040XX W 55TH ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","VEHICLE NON-COMMERCIAL","false","false","0813","008","13","62","03","1150439","1867821","2015","2018-02-10T15:50:01.000","41.793198136","-87.723894031","
,  
(41.793198136, -87.723894031)"
"10303919","HY492281","2015-11-06T10:14:00.000","084XX S CONSTANCE AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0412","004","8","45","03","1189991","1849481","2015","2018-02-10T15:50:01.000","41.742010714","-87.579451468","
,  
(41.742010714, -87.579451468)"
"10304835","HY493509","2015-11-07T22:00:00.000","030XX S DR MARTIN LUTHER KING JR DR","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","0133","001","4","35","03","1179408","1885031","2015","2018-02-10T15:50:01.000","41.83981113","-87.617141911","
,  
(41.83981113, -87.617141911)"
"10304956","HY484499","2015-11-01T04:20:00.000","086XX S VINCENNES AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0622","006","21","71","03","1173016","1848022","2015","2018-02-10T15:50:01.000","41.738398273","-87.641690134","
,  
(41.738398273, -87.641690134)"
"10305201","HY494038","2015-11-08T12:28:00.000","016XX N LOREL AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","2532","025","37","25","03","1140481","1910476","2015","2018-02-10T15:50:01.000","41.910437412","-87.759364162","
,  
(41.910437412, -87.759364162)"
"10307079","HY495895","2015-11-09T20:30:00.000","013XX S SACRAMENTO DR","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1022","010","24","29","03","1156172","1893743","2015","2018-02-10T15:50:01.000","41.864217865","-87.702173146","
,  
(41.864217865, -87.702173146)"
"10307160","HY496009","2015-11-09T19:15:00.000","081XX S GREEN ST","0325","ROBBERY","VEHICULAR HIJACKING","VEHICLE NON-COMMERCIAL","false","false","0613","006","21","71","03","1172057","1850779","2015","2018-02-10T15:50:01.000","41.745984945","-87.645122906","
,  
(41.745984945, -87.645122906)"
"10309237","HY498220","2015-11-11T20:45:00.000","077XX S RACINE AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","0612","006","17","71","03","1169661","1853565","2015","2018-02-10T15:50:01.000","41.753682356","-87.653821721","
,  
(41.753682356, -87.653821721)"
"10309399","HY498358","2015-11-12T01:07:00.000","024XX S BLUE ISLAND AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","1034","010","25","31","03","1162546","1887630","2015","2018-02-10T15:50:01.000","41.847312218","-87.678945384","
,  
(41.847312218, -87.678945384)"
"10310665","HY499617","2015-11-13T02:50:00.000","008XX N KARLOV AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","true","false","1111","011","37","23","03","1148903","1905194","2015","2018-02-10T15:50:01.000","41.895784248","-87.728561421","
,  
(41.895784248, -87.728561421)"
"10312097","HY500896","2015-11-14T05:09:00.000","012XX S AVERS AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1011","010","24","29","03","1150905","1894200","2015","2018-02-10T15:50:01.000","41.865576557","-87.721496324","
,  
(41.865576557, -87.721496324)"
"10313680","HY500948","2015-11-14T07:30:00.000","076XX S MORGAN ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0612","006","17","71","03","1170970","1854103","2015","2018-02-10T15:50:01.000","41.755130227","-87.649009022","
,  
(41.755130227, -87.649009022)"
"10317668","HY506718","2015-11-18T21:30:00.000","054XX W HIRSCH ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","2532","025","37","25","03","1139931","1908785","2015","2018-02-10T15:50:01.000","41.905807194","-87.761426101","
,  
(41.905807194, -87.761426101)"
"10318711","HY507382","2015-11-19T11:45:00.000","087XX S SOUTH CHICAGO AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","0423","004","7","48","03","1193904","1847624","2015","2018-02-10T15:50:01.000","41.736819983","-87.565175308","
,  
(41.736819983, -87.565175308)"
"10319274","HY508247","2015-11-20T01:50:00.000","099XX S PEORIA ST","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","2232","022","34","73","03","1172066","1838939","2015","2018-02-10T15:50:01.000","41.713494134","-87.645436647","
,  
(41.713494134, -87.645436647)"
"10000182","HY190084","2015-03-18T23:35:00.000","023XX W 47TH ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0924","009","12","61","03","1161542","1873450","2015","2018-02-10T15:50:01.000","41.808421621","-87.683023997","
,  
(41.808421621, -87.683023997)"
"10320470","HY509386","2015-11-20T22:30:00.000","006XX E 89TH ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0632","006","6","44","03","1182063","1846108","2015","2018-02-10T15:50:01.000","41.732941735","-87.608603253","
,  
(41.732941735, -87.608603253)"
"10321191","HY510728","2015-11-22T02:30:00.000","039XX S COTTAGE GROVE AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","0214","002","4","38","03","1182266","1878701","2015","2018-02-10T15:50:01.000","41.822375304","-87.606850858","
,  
(41.822375304, -87.606850858)"
"10321830","HY511656","2015-11-23T05:00:00.000","091XX S CHICAGO SKYWAY IB","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","0423","004","7","48","03","1196336","1844715","2015","2018-02-10T15:50:01.000","41.728777533","-87.556361618","
,  
(41.728777533, -87.556361618)"
"10324229","HY514058","2015-11-24T22:15:00.000","093XX S LAFAYETTE AVE","0325","ROBBERY","VEHICULAR HIJACKING","RESIDENTIAL YARD (FRONT/BACK)","false","false","0634","006","21","49","03","1177578","1843021","2015","2018-02-10T15:50:01.000","41.724573068","-87.62512683","
,  
(41.724573068, -87.62512683)"
"10325125","HY515366","2015-11-26T03:17:00.000","031XX N SPAULDING AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1412","014","35","21","03","1153840","1920601","2015","2018-02-10T15:50:01.000","41.937965448","-87.710017526","
,  
(41.937965448, -87.710017526)"
"10325137","HY515332","2015-11-26T01:57:00.000","055XX S ASHLAND AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","GAS STATION","false","false","0713","007","16","67","03","1166617","1867978","2015","2018-02-10T15:50:01.000","41.79329893","-87.66456619","
,  
(41.79329893, -87.66456619)"
"10325278","HY515471","2015-11-26T08:50:00.000","097XX S PRAIRIE AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0511","005","9","49","03","1179634","1840545","2015","2019-02-28T16:02:38.000","41.717731946","-87.61767117","
,  
(41.717731946, -87.61767117)"
"10325731","HY516056","2015-11-26T23:20:00.000","092XX S LA SALLE ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0634","006","21","49","03","1176905","1843607","2015","2018-02-10T15:50:01.000","41.726196297","-87.62757441","
,  
(41.726196297, -87.62757441)"
"10326487","HY517062","2015-11-27T22:34:00.000","074XX N RIDGE BLVD","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","ALLEY","false","false","2424","024","49","1","03","1160626","1949218","2015","2016-01-15T11:08:45.000","42.016353627","-87.684280696","
,  
(42.016353627, -87.684280696)"
"10327492","HY518384","2015-11-29T09:30:00.000","123XX S MICHIGAN AVE","0325","ROBBERY","VEHICULAR HIJACKING","PARKING LOT/GARAGE(NON.RESID.)","false","false","0532","005","9","53","03","1179068","1823259","2015","2018-02-10T15:50:01.000","41.670309601","-87.620268309","
,  
(41.670309601, -87.620268309)"
"10327856","HY518562","2015-11-29T12:20:00.000","072XX S SPAULDING AVE","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","0831","008","18","66","03","1155621","1856517","2015","2018-02-10T15:50:01.000","41.76207589","-87.705194738","
,  
(41.76207589, -87.705194738)"
"10327934","HY518830","2015-11-29T17:15:00.000","048XX W AUGUSTA BLVD","0325","ROBBERY","VEHICULAR HIJACKING","STREET","false","false","1531","015","37","25","03","1143977","1906209","2015","2018-02-10T15:50:01.000","41.89866338","-87.746628239","
,  
(41.89866338, -87.746628239)"
