id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,Lat,Lon,location,geometry,index_right,pri_neigh,sec_neigh,shape_area,shape_len
12281538,JE126983,2021-01-29 19:10:00,053XX S MARYLAND AVE,325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,233,2,5,41,3,1182817.0,1869711.0,2021,2021-06-08T16:48:44.000,41.797693248,-87.605108965,"
,  
(41.797693248, -87.605108965)",POINT (-87.605108965 41.797693248),74.0,Hyde Park,HYDE PARK,38859161.8437,28013.027919
12281675,JE127142,2021-01-29 22:30:00,072XX S EAST END AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",True,False,324,3,7,43,3,1188786.0,1857412.0,2021,2021-03-02T15:47:53.000,41.763802987,-87.583613278,"
,  
(41.763802987, -87.583613278)",POINT (-87.583613278 41.763802987),59.0,South Shore,"SOUTH SHORE, GRAND CROSSING",81812716.3904,44249.645178
12282412,JE128055,2021-01-30 23:44:00,050XX S UNION AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,935,9,20,61,3,1172492.0,1871297.0,2021,2021-02-06T15:52:06.000,41.802279183,-87.642925419,"
,  
(41.802279183, -87.642925419)",POINT (-87.642925419 41.802279183),18.0,New City,BACK OF THE YARDS,134636963.254,48133.595961
12282327,JE127839,2021-01-30 16:45:00,052XX W CULLOM AVE,325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,1624,16,38,15,3,1140750.0,1928091.0,2021,2021-02-06T15:52:06.000,41.958769809,-87.757941637,"
,  
(41.958769809, -87.757941637)",POINT (-87.757941637 41.958769809),44.0,Portage Park,PORTAGE PARK,110196097.139,46520.642138
12281691,JE127192,2021-01-30 01:25:00,001XX N LOREL AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,1523,15,28,25,3,1140690.0,1900557.0,2021,2021-02-06T15:52:06.000,41.88321465,-87.758840363,"
,  
(41.88321465, -87.758840363)",POINT (-87.758840363 41.88321465),94.0,Austin,AUSTIN,170037750.826,55473.345911
12282398,JE128011,2021-01-30 22:00:00,076XX S HALSTED ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,621,6,17,71,3,1172288.0,1854297.0,2021,2021-05-26T16:54:46.000,41.755633717,-87.644173224,"
,  
(41.755633717, -87.644173224)",POINT (-87.644173224 41.755633717),70.0,Auburn Gresham,AUBURN GRESHAM,105065353.602,46757.721716
12282982,JE128707,2021-01-31 21:40:00,010XX E MARQUETTE RD,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,321,3,5,42,3,1184453.0,1861465.0,2021,2021-02-07T15:46:17.000,41.775027333,-87.59936771,"
,  
(41.775027333, -87.59936771)",POINT (-87.59936771 41.775027333),43.0,Woodlawn,WOODLAWN,40515739.083,28960.059037
12282786,JE128577,2021-01-31 17:50:00,009XX W 66TH ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,723,7,6,68,3,1171360.0,1861074.0,2021,2021-02-07T15:46:17.000,41.774250995,-87.64737605,"
,  
(41.774250995, -87.64737605)",POINT (-87.64737605 41.774250995),19.0,Englewood,ENGLEWOOD,173600015.009,56144.046048
12283622,JE129448,2021-02-01 16:22:00,019XX E 74TH ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,333,3,7,43,3,1190600.0,1856292.0,2021,2021-02-08T15:48:15.000,41.760686036,-87.577000769,"
,  
(41.760686036, -87.577000769)",POINT (-87.577000769 41.760686036),59.0,South Shore,"SOUTH SHORE, GRAND CROSSING",81812716.3904,44249.645178
12284194,JE130143,2021-02-02 11:30:00,050XX W THOMAS ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,1531,15,37,25,3,1142340.0,1906849.0,2021,2021-02-09T15:47:29.000,41.900450176,-87.752625014,"
,  
(41.900450176, -87.752625014)",POINT (-87.752625014 41.900450176),94.0,Austin,AUSTIN,170037750.826,55473.345911
